company,BIZ_NO,mean
용진테크,1268145633,12.681015753424656
신구건설,1388101749,20.78081926027397
석정미디어,1068179240,14.178082191780822
새한실업,2248114507,1.4752369315068494
석영엔터프라이즈,1168132785,27.671232876712327
남경엔지니어링토건,6178132798,3.776907726027397
유일철강,5108108828,14.904109589041097
한일물산(주)서울직매장,1088530294,55.78882082191781
그렉스전자,2208113826,14.500976958904111
신한스틸,6068136800,28.410125013698625
근유,1378121397,6.849315068493151
하랑그룹,1288149498,3.913894027397261
아이티스타,6108166244,26.090016547945208
협진기계,1308157841,19.03303501369863
아이세로미림화학,1338122962,9.070448958904109
케이원목재,6038136382,16.554794520547944
호연토건,1138144865,4.794520219178081
경성섬유,5158102718,2.511415479452055
금강특수,1218128624,0.9713573698630138
유진해운,6018132997,0.8468243561643837
유레카,2158139237,68.47589221917809
로젠솔루션,2068173696,25.85518284931507
세주상사,1248627594,14.178082191780822
연우기술,6178113544,0.0
현대특수나염,1348106155,0.273972602739726
삼양기전,6088135530,3.6301369863013697
세아웰텍,1198152117,14.212328767123289
바우정보기술,1148626453,14.178082191780822
동양전기산업,6108146952,31.76963531506849
성도,5108106626,66.83718709589041
다함넷,1148173344,36.871148383561646
푸른영도,6028121718,38.341939643835616
제일산업,3048111219,51.94787315068493
한창산업,5098102576,4.8983200821917805
대유철강,6038132601,14.11263084931507
스피드넷,6098148907,10.794519835616436
타워정밀,6098143237,1.369862904109589
에스마크,3038103040,15.030438136986298
한국건드릴,1348117991,8.904108246575342
이앤비코리아,3058139281,2.8767123287671232
삼인실업,6058128739,0.273972602739726
상현종합조경,2148676874,40.12823797260274
대왕제지,1028137777,20.950574219178083
케이브랜즈,1208198883,38.4426774520548
카바스,6098159893,52.09369693150684
모투스,1288161100,27.179482356164385
에이치에이티,1138172605,55.7980558630137
도헌,1378113242,15.912621123287671
쓰리윈이알피,2208648937,7.990866958904109
대성어패럴,1218128420,56.56456326027397
정석건업,2128152662,2.837573205479452
대성지류유통,2018123639,14.26027397260274
에이스지앤월드,5138105683,0.821917808219178
청호에스엔지호남,4098178062,14.178082191780822
밀로텍,1068142253,14.178082191780822
동성특수종합물류,2148140968,1.1207969589041098
플랙트그룹코리아,1208634394,2.136986301369863
한양철강,1198106122,27.33333079452055
신기정공,1348609666,2.4383561643835616
돈우,2138639274,33.19872210958904
데오테크,1378154660,4.041095616438356
돌담,1238519056,46.48500378082191
드올,6038149645,15.123287671232877
우진건설,5158124726,41.94855520547945
에스엠에너지,6028116118,17.17808219178082
뜨레비디엔씨,1188109432,14.178082191780822
예강산업,1308172954,3.5768640547945205
케이디엠텍,1248130696,26.261076547945205
문성엘에스,1218114080,0.9713573698630138
해날건설,2108125437,40.16321320547946
마이크로에스엔브이콘트롤,3128130518,2.136986301369863
우림문화사,1138135804,25.82387169863014
다이엑스,6098158007,3.718199232876712
우림종합건설,3078109880,39.749506383561645
오선물산,1208138492,14.178082191780822
후이즈홀딩스,1208622942,8.242008493150685
협우설비,6168105565,2.95499002739726
소복건설,2128128823,2.95499002739726
풍양상사,2098110180,8.464310219178083
대건개발,2168115941,2.837573205479452
동양유통,3068134770,11.216270191780822
한국증권정보기술,1208195004,25.82387169863014
청산종합건설,6098160686,36.12951065753424
가미,3068130056,52.23544734246576
엑심코퍼레이션,1208162459,55.78882082191781
한륙전자,1198102602,51.95023553424657
상훈종합건영,1088149500,23.55110328767123
지엔에스엠엔씨,3028110951,2.893835616438356
후림개발,1048125618,36.871148383561646
바오텍,5038148268,2.3013698630136985
이아이에스,3058142879,51.96844860273973
지원건설,1198162269,47.30763846575342
마무트코리아,2208655476,13.198329616438356
에스티에이치건설,6038146575,40.12823797260274
한신인더스트리,5058125558,1.5525112876712328
시너지미디어,1148621195,0.9041095890410958
보형,4108176012,11.44994295890411
영광전기,5048140707,15.890408054794522
위림종합건설,2148676613,40.16321320547945
제일벽지,3128134848,25.429607616438357
에이치디종합건설,6128107824,40.27396808219178
신한기술센타,1308111355,2.893835616438356
나라손,3068116388,20.239412767123287
티스톤,1048165075,24.74885526027397
매크론,1248616398,5.489236164383562
베스트샵수영,6038126579,14.178082191780822
플러스씨엔에스,2148680441,14.178082191780822
경보제지,4078111463,20.237253068493157
삼오물류정보,2298132441,47.87726876712328
이츠웰,3128126256,52.19643024657534
한국콘탭시스템,2188114123,2.837573205479452
멀린엔터테인먼트코리아,6188122731,56.79603805479451
아이맥스,6058162038,52.59495994520548
거룡실업,2158114032,55.7980558630137
우상종합건설,1348162007,37.1367137260274
자혜식품,3018162607,9.057698657534248
양산아이엠티,6218155960,14.178082191780822
세원에스디에스,1138104937,2.136986301369863
엔지씨코리아,2118745234,0.5022830684931507
동산,5158100025,50.38559616438357
상신산업,1398137099,27.890408000000004
금강문화허브,6108158953,6.698156219178081
대한강재,6068154230,41.96615246575342
청호에스엔지경남,6058163037,0.273972602739726
부성티에프시,5038105750,6.927592356164384
인지전기공업,6218126427,3.065068493150685
고려상공,1348134286,14.178082191780822
신안엔지니어링,2148649095,3.506849315068493
서현스틸,5158114795,0.273972602739726
프로유비스,3058133948,2.837573205479452
회명옵틱스,6138131201,2.684931506849315
제이에스텔레트로닉스,1068171724,14.178082191780822
에프알제이,2138636694,56.068036821917815
삼보동선,6068166357,51.9494585479452
세종머티리얼즈,1088121915,26.875
한일개발,2208154545,38.89329032876712
대은주류,2158126294,14.178082191780822
고려환경엔지니어링,6078136818,23.493147561643838
진도화성공업,1368114777,0.273972602739726
동일산업,6068134568,15.451896246575345
인투스디자인가구,1318177874,3.7260273972602738
덴소인터내셔널코리아,1208177398,0.5136986301369864
농업회사법인우듬지,1258143501,14.178082191780822
대아정공,5048149727,2.694063726027397
캐럿코리아,1088125279,30.26849271232877
티비알,1318157844,8.698630136986301
보광섬유,1288135067,0.502283095890411
아이투아이,2148630219,4.84127994520548
청호메카트로닉스,1028144128,51.94855717808219
엠엘씨월드카고,2208132823,1.0125073424657534
유심천온천리조트,4168108846,5.924657534246576
보진재,1078113635,2.83105002739726
청해명가,1358145369,22.7439362739726
경기시설관리,1058166586,0.0
리코시스,1208616116,26.0273941369863
재우철강,6068152208,24.9467241369863
동남전기,2258115566,16.71232632876712
양주인삼영농조합,1278164292,7.189703890410959
송산전력,1298116398,2.837573205479452
해원종합건설,3148157401,41.52967769863013
참살,1278137193,9.005040273972602
유현전자,1348159332,51.94883690410958
티티에스,6038145182,37.11394312328767
성암기연,2208132804,3.0794520547945203
두레통상,2018115008,0.0
페스코,6028123792,41.01986989041095
고명산업,1198125963,20.109929452054796
에듀테크,3078116038,30.241523479452056
코덱,5138117893,53.09891421917808
명전사,3128109368,37.64009542465753
세림비앤지,3038137725,4.576985808219177
에스피엠,1058612125,37.377686821917806
동양텔레콤,1098102376,51.95312413698631
대정컨설턴트,2158189436,23.493147561643838
케이원건설,3128155692,8.166489342465754
축림,4038127231,8.982978767123287
동신수산,6038151495,27.046970630136983
계양건설,5028159404,40.40221060273973
한성안전관리,2098116277,11.857534246575344
굿스플로,2208160765,24.516318794520547
성창아이엔디,6178140468,23.493147561643838
경성산업,3018168799,32.803391123287675
해냄주택,2088128028,36.871148383561646
신진도아스,1098171306,0.4452054794520548
그린웍스,2208662069,49.04296756164384
무진유통,6038139768,15.623287671232877
자비스,1358153554,9.5348161369863
동백영농조합법인,4158104599,0.9529480821917808
해동엠셀,1198128709,2.410958904109589
도광건설,5088110199,40.24482208219178
태광공업,1138120806,29.429634794520545
씨에스티,1318170250,51.95115769863013
한광화약,6088108896,14.178082191780822
지오네트,1298146121,3.613013698630137
케이제이알텍,1078624063,51.94852610958905
파워텍일렉트로닉스,1138186564,51.94852610958904
광민건설,5058128647,3.855185643835617
모디,1268145462,23.26004816438357
지에스알피디,5048121239,3.0979974520547957
삼성종묘,1258142313,15.568493150684931
파인텔레콤,3148118771,51.94955175342466
인하우스,1238186687,57.50602484931508
한국펠저,4018504453,6.330207863013698
맥스온소프트,1148620269,26.02739416438356
광평건설,6038138153,3.5812130410958902
영농조합법인한국화훼센타,1388113551,14.178082191780822
대원전설,5138132220,2.95499002739726
영신양돈영농조합법인,1278125396,14.178082191780822
세아엘리베이터,1348162220,0.4657534246575342
이즈엠,1068146093,14.26027397260274
씨그널엔터테인먼트그룹,2118161514,4.733275863013699
삼오,3128142620,34.238667917808215
케른리버스코리아,1338117023,1.369862904109589
사구와로,2158175155,23.51949106849315
회명세미크린,1348147573,0.0
내외안전산업,5148120178,11.802739726027395
