사업자번호,address,industry,ind_rank,payroll,new_payroll,employee,employment,resignation,cmp_years
1018100340,서울 종로구 삼일대로 428,비주거용 건물 임대업,,,,,,,
1018100772,서울 종로구 청계천로 137,(I55101)호텔업,5,"~ 4,000만원 미만","~ 4,000만원 미만",-,0.00 % (0                                            명),0.00 % (0                                            명),53 년
1018101126,서울 종로구 율곡로 84,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,80.00 % (4                                            명),60.00 % (3                                            명),55 년
1018101242,서울 종로구 종로12길 15,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,12.50 % (1                                            명),25.00 % (2                                            명),- 년
1018103819,서울 종로구 종로 125,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",-,0.00 % (0                                            명),0.00 % (0                                            명),- 년
1018104477,서울 종로구 종로 65,(R91121)골프장 운영업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,18.56 % (18                                            명),28.87 % (28                                            명),66 년
1018104991,서울 중구 퇴계로36가길 104,(M72111)건축설계 및 관련 서비스업,7,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,30.34 % (27                                            명),31.46 % (28                                            명),50 년
1018106586,서울 구로구 경인로53길 15,그 외 기타 기계 및 장비 도매업,,,,,,,
1018115921,경기 의왕시 오봉산단1로 64,(G46109)상품 종합 중개업,5,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,19.23 % (5                                            명),23.08 % (6                                            명),- 년
1018116478,서울 종로구 청계천로 151-7,(G46595)전기용 기계ㆍ장비 및 관련 기자재 도매업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,9.30 % (4                                            명),4.65 % (2                                            명),39 년
1018117254,서울 강남구 봉은사로 509,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,20.00 % (1                                            명),40.00 % (2                                            명),40 년
1018118781,서울 중구 수표로 22-12,"(G46493)안경, 사진장비 및 광학용품 도매업",5,"~ 4,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,31.58 % (24                                            명),23.68 % (18                                            명),35 년
1018119209,"서울 서대문구 서소문로 61-1, 303호",(I56123)서양식 음식점업,5,,,,,,
1018119252,경기 의정부시 산단로 82,(C26529)기타 음향기기 제조업,5,"~ 4,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,16.36 % (9                                            명),27.27 % (15                                            명),35 년
1018119311,서울 종로구 삼청로 14,(G47841)예술품 및 골동품 소매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,32.14 % (9                                            명),21.43 % (6                                            명),35 년
1018119742,서울 종로구 평창30길 28,(G47841)예술품 및 골동품 소매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,61.54 % (8                                            명),30.77 % (4                                            명),34 년
1018121379,서울 종로구 청계천로 151-7,(G46595)전기용 기계ㆍ장비 및 관련 기자재 도매업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,50.00 % (20                                            명),42.50 % (17                                            명),33 년
1018121627,"서울 종로구 삼일대로 428, 3층 365호",(G46462)악기 도매업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,8.96 % (6                                            명),11.94 % (8                                            명),33 년
1018121646,서울 종로구 인사동5길 20,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,50.00 % (2                                            명),50.00 % (2                                            명),52 년
1018122626,충북 음성군 삼성면 범말길 49,(R91121)골프장 운영업,5,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,33.33 % (9                                            명),33.33 % (9                                            명),36 년
1018122999,경기 성남시 중원구 둔촌대로 156-6,"(C14192)근무복, 작업복 및 유사의복 제조업",5,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,63.16 % (12                                            명),47.37 % (9                                            명),31 년
1018124696,서울 강남구 선릉로 639,(G46721)1차 금속제품 도매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,56.52 % (13                                            명),47.83 % (11                                            명),30 년
1018124906,서울 종로구 삼청동 59-1번지,(G47841)예술품 및 골동품 소매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,44.57 % (41                                            명),109.78 % (101                                            명),- 년
1018124925,"서울 금천구 서부샛길 632, 705호",(G46595)전기용 기계ㆍ장비 및 관련 기자재 도매업,5,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,42.11 % (8                                            명),52.63 % (10                                            명),- 년
1018126734,경기 파주시 문발로 197,(J58113)일반 서적 출판업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,12.32 % (17                                            명),16.67 % (23                                            명),29 년
1018126767,"서울 서초구 강남대로 419, 20층",(P85631)외국어학원,6,"~ 4,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,74.13 % (106                                            명),75.52 % (108                                            명),42 년
1018132686,"서울 성동구 성수이로 118, 1421호",(L68112)비주거용 건물 임대업,6,,,,,,
1018133287,서울 종로구 인사동5길 38,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,100.00 % (3                                            명),100.00 % (3                                            명),- 년
1018135117,서울 종로구 종로 104,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,22.22 % (2                                            명),0.00 % (0                                            명),48 년
1018135174,인천 연수구 첨단대로60번길 29,(G46800)상품 종합 도매업,5,"~ 4,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,55.37 % (67                                            명),55.37 % (67                                            명),34 년
1018135422,서울 종로구 율곡로 84,(M72129)기타 엔지니어링 서비스업,6,"~ 4,000만원 미만","~ 4,000만원 미만",-,0.00 % (0                                            명),0.00 % (0                                            명),33 년
1018135742,"서울 영등포구 영등포로5길 19, 1004호,1005호,1006호",(G46595)전기용 기계ㆍ장비 및 관련 기자재 도매업,5,"4,000만원 이상 ~ 6,000만원 미만","4,000만원 이상 ~ 6,000만원 미만",20명 이상 ~ 40명 미만,27.27 % (9                                            명),15.15 % (5                                            명),28 년
1018136659,"서울 종로구 종로 146-2, 4층 405호",(G46595)전기용 기계ㆍ장비 및 관련 기자재 도매업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,6.25 % (1                                            명),75.00 % (12                                            명),- 년
1018138303,"서울 성동구 광나루로 130, 12층",(G46522)통신ㆍ방송장비 및 부품 도매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,62.16 % (23                                            명),78.38 % (29                                            명),27 년
1018138657,"서울 중구 청계천로 100, 동관 15층",광고 대행업,,,,,,,
1018139184,"서울 서초구 바우뫼로 184, 5층",(C28202)축전지 제조업,3,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,0.00 % (0                                            명),13.79 % (4                                            명),27 년
1018139656,경기 김포시 승가로76번길 78-12,(C22192)산업용 그 외 비경화 고무제품 제조업,5,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,94.74 % (18                                            명),115.79 % (22                                            명),- 년
1018140003,"서울 종로구 청계천로 71, 1305호",(L68112)비주거용 건물 임대업,6,,,,,,
1018143015,"경기 안양시 동안구 벌말로 140, 7102-7107, 7402, 7403",(C27112)전기식 진단 및 요법 기기 제조업,4,"~ 4,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,12.12 % (12                                            명),9.09 % (9                                            명),25 년
1018144519,"서울 강남구 도산대로 414, 4층",(G46464)운동 및 경기용품 도매업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,34.62 % (45                                            명),28.46 % (37                                            명),24 년
1018144673,경기 고양시 일산서구 송산로 476,(G46521)가전제품 및 부품 도매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,2.78 % (1                                            명),38.89 % (14                                            명),24 년
1018145105,"서울 중구 청계천로 14, 4층 401호",(J61291)통신 재판매업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,30.51 % (18                                            명),23.73 % (14                                            명),24 년
1018145255,"서울 구로구 디지털로32길 30, 309,310호",(G46595)전기용 기계ㆍ장비 및 관련 기자재 도매업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,21.88 % (14                                            명),10.94 % (7                                            명),24 년
1018145861,서울 구로구 남부순환로 1303,"기타 기술 시험, 검사 및 분석업",,,,,,,
1018146496,서울 서초구 나루터로4길 61,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,60.00 % (3                                            명),20.00 % (1                                            명),19 년
1018147059,"서울 금천구 벚꽃로 286, 901호",(G46595)전기용 기계ㆍ장비 및 관련 기자재 도매업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),0.00 % (0                                            명),23 년
1018147345,서울 중구 퇴계로 286,(J58222)응용 소프트웨어 개발 및 공급업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,51.53 % (84                                            명),44.79 % (73                                            명),23 년
1018147985,"서울 강남구 테헤란로 152, 41층",(J61291)통신 재판매업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,8.33 % (1                                            명),25.00 % (3                                            명),23 년
1018148121,서울 종로구 삼청로 48-10,(G47841)예술품 및 골동품 소매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,2000.00 % (80                                            명),375.00 % (15                                            명),- 년
1018149187,"서울 마포구 양화로 19, 5층, 6층","(H52992)화물운송 중개, 대리 및 관련 서비스업",6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만","1,000명 이상",8.71 % (96                                            명),9.44 % (104                                            명),23 년
1018149853,"서울 강서구 양천로49길 54, B동 101호",(N74100)사업시설 유지ㆍ관리 서비스업,4,"~ 4,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,85.19 % (23                                            명),40.74 % (11                                            명),23 년
1018151140,"서울 영등포구 경인로 775, 4동 2층 201호",가전제품 및 부품 도매업,,,,,,,
1018151437,"서울 서초구 강남대로 259, 지하3층",(N75121)임시 및 일용 인력 공급업,7,"~ 4,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,32.00 % (8                                            명),48.00 % (12                                            명),23 년
1018151742,"서울 강남구 봉은사로2길 31, 6층",(M71310)광고 대행업,4,"~ 4,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,81.82 % (36                                            명),65.91 % (29                                            명),- 년
1018151795,서울 마포구 매봉산로 45,(G46595)전기용 기계ㆍ장비 및 관련 기자재 도매업,5,"4,000만원 이상 ~ 6,000만원 미만","4,000만원 이상 ~ 6,000만원 미만",40명 이상 ~ 70명 미만,13.73 % (7                                            명),11.76 % (6                                            명),- 년
1018152722,충북 음성군 삼성면 대덕로 272,(C28302)기타 절연선 및 케이블 제조업,5,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,200.00 % (10                                            명),20.00 % (1                                            명),23 년
1018152794,"서울 중구 을지로5길 26, 서관 7층",(K66202)보험 대리 및 중개업,,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,36.67 % (11                                            명),16.67 % (5                                            명),- 년
1018153172,서울 강남구 학동로3길 10,응용 소프트웨어 개발 및 공급업,,,,,,,
1018154206,"서울 용산구 독서당로 46, 비106-101,102호",(J63991)데이터베이스 및 온라인정보 제공업,5,"~ 4,000만원 미만","~ 4,000만원 미만",-,0.00 % (0                                            명),0.00 % (0                                            명),22 년
1018154491,"서울 구로구 디지털로34길 55, 701호",내부 통신배선 공사업,,,,,,,
1018155791,"서울 종로구 새문안로3길 30, 707호",(G46733)플라스틱물질 및 합성고무 도매업,5,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),20.00 % (1                                            명),22 년
1018156086,서울 종로구 새문안로3길 12,"(H52992)화물운송 중개, 대리 및 관련 서비스업",6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,23.08 % (3                                            명),23.08 % (3                                            명),22 년
1018156204,"서울 영등포구 국제금융로 10, 32층",(L68222)부동산 투자자문업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",200명 이상 ~ 400명 미만,59.26 % (192                                            명),40.74 % (132                                            명),22 년
1018156320,"서울 금천구 가산디지털1로 168, 씨동 1101호, 1102호, 1103호, 1107호, 1109호, 1110호, 1111호, 1112호, 1203호",(C21300)의료용품 및 기타 의약 관련제품 제조업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,46.05 % (35                                            명),13.16 % (10                                            명),22 년
1018156562,인천 부평구 새벌로 39,(G46800)상품 종합 도매업,5,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,33.33 % (2                                            명),33.33 % (2                                            명),22 년
1018157125,경기 안양시 동안구 시민대로 202,(M70121)전기ㆍ전자공학 연구개발업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,10.00 % (1                                            명),20.00 % (2                                            명),22 년
1018157557,"경기 평택시 서탄면 사리길 53, 3층",(G47912)전자상거래 소매업,5,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),33.33 % (4                                            명),22 년
1018157765,서울 종로구 경희궁길 34,(J63991)데이터베이스 및 온라인정보 제공업,5,"~ 4,000만원 미만","~ 4,000만원 미만",200명 이상 ~ 400명 미만,117.88 % (178                                            명),90.07 % (136                                            명),22 년
1018159685,"서울 구로구 디지털로31길 59-14, 4층",(N75121)임시 및 일용 인력 공급업,7,"~ 4,000만원 미만","~ 4,000만원 미만",200명 이상 ~ 400명 미만,110.00 % (264                                            명),140.00 % (336                                            명),22 년
1018160275,"서울 동대문구 왕산로 14, 11층",(P85503)온라인 교육 학원,6,"~ 4,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,31.03 % (27                                            명),35.63 % (31                                            명),22 년
1018161162,경기 하남시 초광산단로 20,(C23322)레미콘 제조업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,42.86 % (21                                            명),36.73 % (18                                            명),22 년
1018161823,"서울 서초구 서초중앙로8길 109, 1층 102호",(L68121)주거용 건물 개발 및 공급업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),0.00 % (0                                            명),22 년
1018163044,"서울 종로구 종로 47, 21층","(H52992)화물운송 중개, 대리 및 관련 서비스업",6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),16.67 % (1                                            명),22 년
1018163684,"인천 중구 공항로424번길 60, 618호",(G47830)시계 및 귀금속 소매업,6,,,,,,
1018164820,"서울 용산구 한남대로 98, 2층",(L68122)비주거용 건물 개발 및 공급업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,22.22 % (2                                            명),55.56 % (5                                            명),22 년
1018164892,"서울 종로구 우정국로 26, 11층",(K66121)증권 중개업,,"4,000만원 이상 ~ 6,000만원 미만","4,000만원 이상 ~ 6,000만원 미만",20명 이상 ~ 40명 미만,20.51 % (8                                            명),25.64 % (10                                            명),22 년
1018165187,"서울 강남구 영동대로 513, 3602호",(J61299)그 외 기타 전기 통신업,6,,,,,,
1018165644,인천 중구 운서동 공항물류단지 자유무역지구 2091-95 비1블럭,(H52101)일반 창고업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),0.00 % (0                                            명),22 년
1018165872,"서울 종로구 새문안로5길 19, 12층","(H52992)화물운송 중개, 대리 및 관련 서비스업",6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,15.28 % (11                                            명),12.50 % (9                                            명),22 년
1018167619,경기 안양시 동안구 시민대로 202,(J63991)데이터베이스 및 온라인정보 제공업,5,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),0.00 % (0                                            명),21 년
1018170486,"서울 종로구 돈화문로6나길 45, 701호",(G46492)시계 및 귀금속제품 도매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,33.33 % (1                                            명),33.33 % (1                                            명),21 년
1018171092,"서울 금천구 가산로 53, 1층",(G46521)가전제품 및 부품 도매업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),0.00 % (0                                            명),21 년
1018171850,"서울 종로구 삼일대로 395, 7,8층",기타 기술 및 직업훈련학원,,,,,,,
1018172432,"서울 금천구 가산디지털2로 98, 1동 1007호",(C29163)컨베이어장치 제조업,5,"~ 4,000만원 미만","~ 4,000만원 미만",-,0.00 % (0                                            명),0.00 % (0                                            명),21 년
1018173159,"서울 강남구 테헤란로79길 6, 10층",(M71310)광고 대행업,4,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,86.36 % (19                                            명),40.91 % (9                                            명),21 년
1018174236,"서울 종로구 자하문로12길 17, 2층",(H52941)항공 및 육상 화물 취급업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,63.16 % (12                                            명),52.63 % (10                                            명),21 년
1018176103,서울 종로구 삼일대로 461,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,20.00 % (1                                            명),20.00 % (1                                            명),27 년
1018177155,대구 동구 장등로 86,(K64992)지주회사,,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,33.33 % (1                                            명),33.33 % (1                                            명),21 년
1018177489,서울 성동구 성수이로20길 3,(L68122)비주거용 건물 개발 및 공급업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,50.00 % (6                                            명),58.33 % (7                                            명),21 년
1018177650,"서울 광진구 자양로 129, 5층",(F41112)아파트 건설업,6,"4,000만원 이상 ~ 6,000만원 미만","4,000만원 이상 ~ 6,000만원 미만",1명 이상 ~ 20명 미만,33.33 % (3                                            명),11.11 % (1                                            명),21 년
1018178760,"경기 평택시 팽성읍 안정순환로104번길 35, 2층 206호",(L68122)비주거용 건물 개발 및 공급업,6,,,,,,
1018179639,"서울 종로구 우정국로 26, 11층",(K64201)신탁업 및 집합투자업,,"4,000만원 이상 ~ 6,000만원 미만","4,000만원 이상 ~ 6,000만원 미만",20명 이상 ~ 40명 미만,24.32 % (9                                            명),21.62 % (8                                            명),20 년
1018180719,경기 파주시 회동길 338,(J58113)일반 서적 출판업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,48.57 % (17                                            명),34.29 % (12                                            명),20 년
1018181343,서울 마포구 와우산로 138,(P85669)기타 기술 및 직업훈련학원,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,27.27 % (6                                            명),13.64 % (3                                            명),20 년
1018181998,"서울 종로구 종로 143-1, 2층",(G46492)시계 및 귀금속제품 도매업,6,"~ 4,000만원 미만","~ 4,000만원 미만",-,0.00 % (0                                            명),33.33 % (1                                            명),20 년
1018183360,서울 강남구 언주로 861,외국어학원,,,,,,,
1018184113,"서울 종로구 종로1길 42, 407호",(N75122)상용 인력 공급 및 인사관리 서비스업,7,"~ 4,000만원 미만","~ 4,000만원 미만",400명 이상 ~ 700명 미만,84.78 % (323                                            명),102.62 % (391                                            명),20 년
1018184336,"서울 강남구 도산대로81길 49, 4층",(R90191)공연 기획업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,41.67 % (5                                            명),33.33 % (4                                            명),20 년
1018184637,"서울 강남구 테헤란로 514, 8층",(P85701)교육관련 자문 및 평가업,6,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,25.00 % (1                                            명),50.00 % (2                                            명),20 년
1018184791,경기 김포시 감암로 148-24,(H52914)도로 및 관련시설 운영업,6,"4,000만원 이상 ~ 6,000만원 미만","4,000만원 이상 ~ 6,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),0.00 % (0                                            명),20 년
1018186407,"서울 송파구 송파대로 111, 205동 606호",(L68223)부동산 감정평가업,6,"~ 4,000만원 미만","~ 4,000만원 미만",200명 이상 ~ 400명 미만,22.39 % (15                                            명),20.90 % (14                                            명),20 년
1018187328,"서울 종로구 종로5길 68, 4층 401호",보험 대리 및 중개업,,,,,,,
1018187707,"서울 영등포구 국제금융로 10, 30층",(K66121)증권 중개업,,"4,000만원 이상 ~ 6,000만원 미만","4,000만원 이상 ~ 6,000만원 미만",40명 이상 ~ 70명 미만,20.00 % (9                                            명),11.11 % (5                                            명),20 년
1018187973,"서울 금천구 가산디지털2로 123, 617호","(H52992)화물운송 중개, 대리 및 관련 서비스업",6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,16.13 % (5                                            명),9.68 % (3                                            명),20 년
1018188778,서울 종로구 인사동길 24,(L68112)비주거용 건물 임대업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,0.00 % (0                                            명),0.00 % (0                                            명),48 년
1018189006,"서울 강남구 압구정로38길 14, 한일관",(I56111)한식 일반 음식점업,5,"~ 4,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,60.00 % (66                                            명),55.45 % (61                                            명),- 년
1018189665,서울 동대문구 왕산로19마길 15,(C14194)유아용 의복 제조업,5,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,28.57 % (8                                            명),28.57 % (8                                            명),- 년
1018189855,"인천 연수구 국제항만대로326번길 57, 340호",(H50112)외항 화물 운송업,5,"~ 4,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,15.38 % (2                                            명),15.38 % (2                                            명),20 년
1018190589,서울 종로구 율곡로 88,(C10797)건강기능식품 제조업,4,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,42.00 % (21                                            명),36.00 % (18                                            명),19 년
1018194173,인천 서구 거월로 61,(D35119)기타 발전업,5,"~ 4,000만원 미만","~ 4,000만원 미만",-,0.00 % (0                                            명),0.00 % (0                                            명),19 년
1018194815,"부산 동구 조방로 22, 202호",(H52929)기타 수상 운송지원 서비스업,5,"~ 4,000만원 미만","~ 4,000만원 미만",-,0.00 % (0                                            명),0.00 % (0                                            명),19 년
1018196017,"경기 하남시 하남대로777번길 32, 1층",(N74100)사업시설 유지ㆍ관리 서비스업,4,"~ 4,000만원 미만","~ 4,000만원 미만",400명 이상 ~ 700명 미만,79.01 % (128                                            명),85.19 % (138                                            명),19 년
1018197471,"서울 서초구 서초대로38길 12, 7층",비주거용 건물 개발 및 공급업,,,,,,,
1018197791,"서울 서초구 강남대로2길 70, 6층",(C33110)귀금속 및 관련제품 제조업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,16.67 % (5                                            명),23.33 % (7                                            명),19 년
1018198015,서울 종로구 종로5길 68,"(H52992)화물운송 중개, 대리 및 관련 서비스업",6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,23.08 % (3                                            명),15.38 % (2                                            명),- 년
1018199824,서울 강남구 테헤란로77길 11-19,(M72121)건물 및 토목 엔지니어링 서비스업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",100명 이상 ~ 200명 미만,45.19 % (47                                            명),42.31 % (44                                            명),19 년
1018199858,"경기 수원시 팔달구 효원로307번길 69, 관리실",(L68111)주거용 건물 임대업,6,,,,,,
1018500881,서울 강남구 역삼로 217,비주거용 건물 임대업,,,,,,,
1018501385,충북 제천시 단양로 3421,(G47711)운송장비용 주유소 운영업,5,"~ 4,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,21.21 % (14                                            명),21.21 % (14                                            명),54 년
1018505208,경기 성남시 중원구 갈마치로 322,(C28114)에너지 저장장치 제조업,6,"~ 4,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,15.15 % (15                                            명),24.24 % (24                                            명),31 년
1018507427,,,,,,,,,
1018511302,경기 김포시 통진읍 애기봉로 641,(C26299)그 외 기타 전자부품 제조업,5,"~ 4,000만원 미만","~ 4,000만원 미만",70명 이상 ~ 100명 미만,20.25 % (16                                            명),20.25 % (16                                            명),- 년
1018512257,"서울 서초구 서초대로78길 5, 5층",(P85691)컴퓨터 학원,6,"~ 4,000만원 미만","~ 4,000만원 미만",200명 이상 ~ 400명 미만,35.97 % (100                                            명),32.37 % (90                                            명),24 년
1018513125,경기 용인시 처인구 백암면 삼백로785번길 28,(S96921)장례식장 및 장의관련 서비스업,4,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,60.71 % (17                                            명),46.43 % (13                                            명),31 년
1018513182,"서울 송파구 위례성대로16길 7, 4층",(G46522)통신ㆍ방송장비 및 부품 도매업,6,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",1명 이상 ~ 20명 미만,0.00 % (0                                            명),0.00 % (0                                            명),26 년
1018515439,,,,,,,,,
1018519911,,,,,,,,,
1018523337,,,,,,,,,
1018523472,"서울 영등포구 국제금융로8길 31, 10층",(K64201)신탁업 및 집합투자업,,"4,000만원 이상 ~ 6,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,62.50 % (35                                            명),60.71 % (34                                            명),18 년
1018525989,,,,,,,,,
1018527385,"서울 서대문구 연세로 10-1, 9층",(N75999)그 외 기타 분류 안된 사업지원 서비스업,6,"~ 4,000만원 미만","~ 4,000만원 미만",20명 이상 ~ 40명 미만,37.29 % (22                                            명),74.58 % (44                                            명),21 년
1018527779,"대구 달서구 송현로 205, 2층",(J62021)컴퓨터시스템 통합 자문 및 구축 서비스업,5,"~ 4,000만원 미만","~ 4,000만원 미만",200명 이상 ~ 400명 미만,37.50 % (75                                            명),23.50 % (47                                            명),25 년
1018528934,서울 중구 서소문로9길 41-10,(H49232)전세버스 운송업,6,"~ 4,000만원 미만","~ 4,000만원 미만",40명 이상 ~ 70명 미만,26.09 % (6                                            명),39.13 % (9                                            명),- 년
